fecha,pais,hemisferio,car_type,payment_method,evento_especial,demanda_pasajeros
2024-01-17,Morocco,N,luxury_bus,digital_wallet,0,41
2024-01-17,Morocco,N,tourist_van,cash,0,264
2024-01-17,Morocco,N,tourist_van,card,0,286
2024-01-17,Morocco,N,tourist_van,digital_wallet,0,284
2024-01-17,Morocco,N,train_express,cash,0,59
2024-01-17,Morocco,N,train_express,card,0,60
2024-01-17,Morocco,N,train_express,digital_wallet,0,48
2024-01-18,Morocco,N,luxury_bus,cash,0,59
2024-01-18,Morocco,N,luxury_bus,card,0,59
2024-01-18,Morocco,N,luxury_bus,digital_wallet,0,47
2024-01-18,Morocco,N,tourist_van,cash,0,303
2024-01-18,Morocco,N,tourist_van,card,0,286
2024-01-18,Morocco,N,tourist_van,digital_wallet,0,266
2024-01-18,Morocco,N,train_express,cash,0,64
2024-01-18,Morocco,N,train_express,card,0,44
2024-01-18,Morocco,N,train_express,digital_wallet,0,65
2024-01-19,Morocco,N,luxury_bus,cash,0,110
2024-01-19,Morocco,N,luxury_bus,card,0,101
2024-01-19,Morocco,N,luxury_bus,digital_wallet,0,122
2024-01-19,Morocco,N,tourist_van,cash,0,325
2024-01-19,Morocco,N,tourist_van,card,0,345
2024-01-19,Morocco,N,tourist_van,digital_wallet,0,358
2024-01-19,Morocco,N,train_express,cash,0,93
2024-01-19,Morocco,N,train_express,card,0,102
2024-01-19,Morocco,N,train_express,digital_wallet,0,100
2024-01-20,Morocco,N,luxury_bus,cash,0,86
2024-01-20,Morocco,N,luxury_bus,card,0,110
2024-01-20,Morocco,N,luxury_bus,digital_wallet,0,115
2024-01-20,Morocco,N,tourist_van,cash,0,324
2024-01-20,Morocco,N,tourist_van,card,0,345
2024-01-20,Morocco,N,tourist_van,digital_wallet,0,335
2024-01-20,Morocco,N,train_express,cash,0,113
2024-01-20,Morocco,N,train_express,card,0,108
2024-01-20,Morocco,N,train_express,digital_wallet,0,143
2024-01-21,Morocco,N,luxury_bus,cash,0,33
2024-01-21,Morocco,N,luxury_bus,card,0,16
2024-01-21,Morocco,N,luxury_bus,digital_wallet,0,13
2024-01-21,Morocco,N,tourist_van,cash,0,256
2024-01-21,Morocco,N,tourist_van,card,0,248
2024-01-21,Morocco,N,tourist_van,digital_wallet,0,259
2024-01-21,Morocco,N,train_express,cash,0,31
2024-01-21,Morocco,N,train_express,card,0,25
2024-01-21,Morocco,N,train_express,digital_wallet,0,16
2024-01-22,Morocco,N,luxury_bus,cash,0,38
2024-01-22,Morocco,N,luxury_bus,card,0,50
2024-01-22,Morocco,N,luxury_bus,digital_wallet,0,66
2024-01-22,Morocco,N,tourist_van,cash,0,283
2024-01-22,Morocco,N,tourist_van,card,0,265
2024-01-22,Morocco,N,tourist_van,digital_wallet,0,282
2024-01-22,Morocco,N,train_express,cash,0,60
2024-01-22,Morocco,N,train_express,card,0,45
2024-01-22,Morocco,N,train_express,digital_wallet,0,58
2024-01-23,Morocco,N,luxury_bus,cash,0,57
2024-01-23,Morocco,N,luxury_bus,card,0,42
2024-01-23,Morocco,N,luxury_bus,digital_wallet,0,60
2024-01-23,Morocco,N,tourist_van,cash,0,287
2024-01-23,Morocco,N,tourist_van,card,0,293
2024-01-23,Morocco,N,tourist_van,digital_wallet,0,293
2024-01-23,Morocco,N,train_express,cash,0,39
2024-01-23,Morocco,N,train_express,card,0,45
2024-01-23,Morocco,N,train_express,digital_wallet,0,62
2024-01-24,Morocco,N,luxury_bus,cash,0,62
2024-01-24,Morocco,N,luxury_bus,card,0,62
2024-01-24,Morocco,N,luxury_bus,digital_wallet,0,102
2024-01-24,Morocco,N,tourist_van,cash,0,287
2024-01-24,Morocco,N,tourist_van,card,0,294
2024-01-24,Morocco,N,tourist_van,digital_wallet,0,292
2024-01-24,Morocco,N,train_express,cash,0,64
2024-01-24,Morocco,N,train_express,card,0,52
2024-01-24,Morocco,N,train_express,digital_wallet,0,65
2024-01-25,Morocco,N,luxury_bus,cash,0,47
2024-01-25,Morocco,N,luxury_bus,card,0,53
2024-01-25,Morocco,N,luxury_bus,digital_wallet,0,50
2024-01-25,Morocco,N,tourist_van,cash,0,281
2024-01-25,Morocco,N,tourist_van,card,0,308
2024-01-25,Morocco,N,tourist_van,digital_wallet,0,258
2024-01-25,Morocco,N,train_express,cash,0,64
2024-01-25,Morocco,N,train_express,card,0,37
2024-01-25,Morocco,N,train_express,digital_wallet,0,50
2024-01-26,Morocco,N,luxury_bus,cash,0,109
2024-01-26,Morocco,N,luxury_bus,card,0,112
2024-01-26,Morocco,N,luxury_bus,digital_wallet,0,98
2024-01-26,Morocco,N,tourist_van,cash,0,312
2024-01-26,Morocco,N,tourist_van,card,0,343
2024-01-26,Morocco,N,tourist_van,digital_wallet,0,327
2024-01-26,Morocco,N,train_express,cash,0,98
2024-01-26,Morocco,N,train_express,card,0,111
2024-01-26,Morocco,N,train_express,digital_wallet,0,103
2024-01-27,Morocco,N,luxury_bus,cash,0,122
2024-01-27,Morocco,N,luxury_bus,card,0,118
2024-01-27,Morocco,N,luxury_bus,digital_wallet,0,87
2024-01-27,Morocco,N,tourist_van,cash,0,323
2024-01-27,Morocco,N,tourist_van,card,0,327
2024-01-27,Morocco,N,tourist_van,digital_wallet,0,346
2024-01-27,Morocco,N,train_express,cash,0,86
2024-01-27,Morocco,N,train_express,card,0,110
2024-01-27,Morocco,N,train_express,digital_wallet,0,117
2024-01-28,Morocco,N,luxury_bus,cash,0,36
2024-01-28,Morocco,N,luxury_bus,card,0,12
2024-01-28,Morocco,N,luxury_bus,digital_wallet,0,22
2024-01-28,Morocco,N,tourist_van,cash,0,245
2024-01-28,Morocco,N,tourist_van,card,0,242
2024-01-28,Morocco,N,tourist_van,digital_wallet,0,271
2024-01-28,Morocco,N,train_express,cash,0,31
2024-01-28,Morocco,N,train_express,card,0,11
2024-01-28,Morocco,N,train_express,digital_wallet,0,37
2024-01-29,Morocco,N,luxury_bus,cash,0,81
2024-01-29,Morocco,N,luxury_bus,card,0,68
2024-01-29,Morocco,N,luxury_bus,digital_wallet,0,38
2024-01-29,Morocco,N,tourist_van,cash,0,275
2024-01-29,Morocco,N,tourist_van,card,0,296
2024-01-29,Morocco,N,tourist_van,digital_wallet,0,272
2024-01-29,Morocco,N,train_express,cash,0,61
2024-01-29,Morocco,N,train_express,card,0,65
2024-01-29,Morocco,N,train_express,digital_wallet,0,45
2024-01-30,Morocco,N,luxury_bus,cash,0,80
2024-01-30,Morocco,N,luxury_bus,card,0,17
2024-01-30,Morocco,N,luxury_bus,digital_wallet,0,44
2024-01-30,Morocco,N,tourist_van,cash,0,302
2024-01-30,Morocco,N,tourist_van,card,0,265
2024-01-30,Morocco,N,tourist_van,digital_wallet,0,300
2024-01-30,Morocco,N,train_express,cash,0,64
2024-01-30,Morocco,N,train_express,card,0,51
2024-01-30,Morocco,N,train_express,digital_wallet,0,58
2024-01-31,Morocco,N,luxury_bus,cash,0,73
2024-01-31,Morocco,N,luxury_bus,card,0,39
2024-01-31,Morocco,N,luxury_bus,digital_wallet,0,70
2024-01-31,Morocco,N,tourist_van,cash,0,280
2024-01-31,Morocco,N,tourist_van,card,0,269
2024-01-31,Morocco,N,tourist_van,digital_wallet,0,286
2024-01-31,Morocco,N,train_express,cash,0,58
2024-01-31,Morocco,N,train_express,card,0,49
2024-01-31,Morocco,N,train_express,digital_wallet,0,57
2024-02-01,Morocco,N,luxury_bus,cash,0,18
2024-02-01,Morocco,N,luxury_bus,card,0,24
2024-02-01,Morocco,N,luxury_bus,digital_wallet,0,31
2024-02-01,Morocco,N,tourist_van,cash,0,154
2024-02-01,Morocco,N,tourist_van,card,0,120
2024-02-01,Morocco,N,tourist_van,digital_wallet,0,161
2024-02-01,Morocco,N,train_express,cash,0,2
2024-02-01,Morocco,N,train_express,card,0,21
2024-02-01,Morocco,N,train_express,digital_wallet,0,30
2024-02-02,Morocco,N,luxury_bus,cash,0,66
2024-02-02,Morocco,N,luxury_bus,card,0,71
2024-02-02,Morocco,N,luxury_bus,digital_wallet,0,75
2024-02-02,Morocco,N,tourist_van,cash,0,169
2024-02-02,Morocco,N,tourist_van,card,0,183
2024-02-02,Morocco,N,tourist_van,digital_wallet,0,200
2024-02-02,Morocco,N,train_express,cash,0,67
2024-02-02,Morocco,N,train_express,card,0,70
2024-02-02,Morocco,N,train_express,digital_wallet,0,89
2024-02-03,Morocco,N,luxury_bus,cash,0,67
2024-02-03,Morocco,N,luxury_bus,card,0,88
2024-02-03,Morocco,N,luxury_bus,digital_wallet,0,86
2024-02-03,Morocco,N,tourist_van,cash,0,165
2024-02-03,Morocco,N,tourist_van,card,0,183
2024-02-03,Morocco,N,tourist_van,digital_wallet,0,199
2024-02-03,Morocco,N,train_express,cash,0,70
2024-02-03,Morocco,N,train_express,card,0,78
2024-02-03,Morocco,N,train_express,digital_wallet,0,79
2024-02-04,Morocco,N,luxury_bus,cash,0,8
2024-02-04,Morocco,N,luxury_bus,card,0,2
2024-02-04,Morocco,N,luxury_bus,digital_wallet,0,2
2024-02-04,Morocco,N,tourist_van,cash,0,103
2024-02-04,Morocco,N,tourist_van,card,0,103
2024-02-04,Morocco,N,tourist_van,digital_wallet,0,118
2024-02-04,Morocco,N,train_express,cash,0,3
2024-02-04,Morocco,N,train_express,card,0,3
2024-02-04,Morocco,N,train_express,digital_wallet,0,9
2024-02-05,Morocco,N,luxury_bus,cash,0,23
2024-02-05,Morocco,N,luxury_bus,card,0,31
2024-02-05,Morocco,N,luxury_bus,digital_wallet,0,19
2024-02-05,Morocco,N,tourist_van,cash,0,139
2024-02-05,Morocco,N,tourist_van,card,0,134
2024-02-05,Morocco,N,tourist_van,digital_wallet,0,136
2024-02-05,Morocco,N,train_express,cash,0,30
2024-02-05,Morocco,N,train_express,card,0,13
2024-02-05,Morocco,N,train_express,digital_wallet,0,48
2024-02-06,Morocco,N,luxury_bus,cash,0,11
2024-02-06,Morocco,N,luxury_bus,card,0,8
2024-02-06,Morocco,N,luxury_bus,digital_wallet,0,37
2024-02-06,Morocco,N,tourist_van,cash,0,145
2024-02-06,Morocco,N,tourist_van,card,0,143
2024-02-06,Morocco,N,tourist_van,digital_wallet,0,143
2024-02-06,Morocco,N,train_express,cash,0,23
2024-02-06,Morocco,N,train_express,card,0,12
2024-02-06,Morocco,N,train_express,digital_wallet,0,24
2024-02-07,Morocco,N,luxury_bus,cash,0,15
2024-02-07,Morocco,N,luxury_bus,card,0,35
2024-02-07,Morocco,N,luxury_bus,digital_wallet,0,21
2024-02-07,Morocco,N,tourist_van,cash,0,125
2024-02-07,Morocco,N,tourist_van,card,0,131
2024-02-07,Morocco,N,tourist_van,digital_wallet,0,140
2024-02-07,Morocco,N,train_express,cash,0,16
2024-02-07,Morocco,N,train_express,card,0,13
2024-02-07,Morocco,N,train_express,digital_wallet,0,26
2024-02-08,Morocco,N,luxury_bus,cash,0,26
2024-02-08,Morocco,N,luxury_bus,card,0,17
2024-02-08,Morocco,N,luxury_bus,digital_wallet,0,17
2024-02-08,Morocco,N,tourist_van,cash,0,138
2024-02-08,Morocco,N,tourist_van,card,0,118
2024-02-08,Morocco,N,tourist_van,digital_wallet,0,118
2024-02-08,Morocco,N,train_express,cash,0,14
2024-02-08,Morocco,N,train_express,card,0,21
2024-02-08,Morocco,N,train_express,digital_wallet,0,27
2024-02-09,Morocco,N,luxury_bus,cash,0,81
2024-02-09,Morocco,N,luxury_bus,card,0,88
2024-02-09,Morocco,N,luxury_bus,digital_wallet,0,76
2024-02-09,Morocco,N,tourist_van,cash,0,175
2024-02-09,Morocco,N,tourist_van,card,0,178
2024-02-09,Morocco,N,tourist_van,digital_wallet,0,190
2024-02-09,Morocco,N,train_express,cash,0,60
2024-02-09,Morocco,N,train_express,card,0,82
2024-02-09,Morocco,N,train_express,digital_wallet,0,68
2024-02-10,Morocco,N,luxury_bus,cash,0,69
2024-02-10,Morocco,N,luxury_bus,card,0,96
2024-02-10,Morocco,N,luxury_bus,digital_wallet,0,77
2024-02-10,Morocco,N,tourist_van,cash,0,180
2024-02-10,Morocco,N,tourist_van,card,0,199
2024-02-10,Morocco,N,tourist_van,digital_wallet,0,185
2024-02-10,Morocco,N,train_express,cash,0,66
2024-02-10,Morocco,N,train_express,card,0,78
2024-02-10,Morocco,N,train_express,digital_wallet,0,79
2024-02-11,Morocco,N,luxury_bus,cash,0,2
2024-02-11,Morocco,N,luxury_bus,card,0,2
2024-02-11,Morocco,N,luxury_bus,digital_wallet,0,2
2024-02-11,Morocco,N,tourist_van,cash,0,123
2024-02-11,Morocco,N,tourist_van,card,0,117
2024-02-11,Morocco,N,tourist_van,digital_wallet,0,131
2024-02-11,Morocco,N,train_express,cash,0,2
2024-02-11,Morocco,N,train_express,card,0,4
2024-02-11,Morocco,N,train_express,digital_wallet,0,2
2024-02-12,Morocco,N,luxury_bus,cash,0,49
2024-02-12,Morocco,N,luxury_bus,card,0,13
2024-02-12,Morocco,N,luxury_bus,digital_wallet,0,13
2024-02-12,Morocco,N,tourist_van,cash,0,128
2024-02-12,Morocco,N,tourist_van,card,0,110
2024-02-12,Morocco,N,tourist_van,digital_wallet,0,129
2024-02-12,Morocco,N,train_express,cash,0,14
2024-02-12,Morocco,N,train_express,card,0,25
2024-02-12,Morocco,N,train_express,digital_wallet,0,27
2024-02-13,Morocco,N,luxury_bus,cash,0,46
2024-02-13,Morocco,N,luxury_bus,card,0,35
2024-02-13,Morocco,N,luxury_bus,digital_wallet,0,16
2024-02-13,Morocco,N,tourist_van,cash,0,125
2024-02-13,Morocco,N,tourist_van,card,0,141
2024-02-13,Morocco,N,tourist_van,digital_wallet,0,120
2024-02-13,Morocco,N,train_express,cash,0,45
2024-02-13,Morocco,N,train_express,card,0,37
2024-02-13,Morocco,N,train_express,digital_wallet,0,18
2024-02-14,Morocco,N,luxury_bus,cash,0,3
2024-02-14,Morocco,N,luxury_bus,card,0,39
2024-02-14,Morocco,N,luxury_bus,digital_wallet,0,22
2024-02-14,Morocco,N,tourist_van,cash,0,150
2024-02-14,Morocco,N,tourist_van,card,0,116
2024-02-14,Morocco,N,tourist_van,digital_wallet,0,128
2024-02-14,Morocco,N,train_express,cash,0,23
2024-02-14,Morocco,N,train_express,card,0,24
2024-02-14,Morocco,N,train_express,digital_wallet,0,18
2024-02-15,Morocco,N,luxury_bus,cash,0,56
2024-02-15,Morocco,N,luxury_bus,card,0,10
2024-02-15,Morocco,N,luxury_bus,digital_wallet,0,21
2024-02-15,Morocco,N,tourist_van,cash,0,162
2024-02-15,Morocco,N,tourist_van,card,0,142
2024-02-15,Morocco,N,tourist_van,digital_wallet,0,144
2024-02-15,Morocco,N,train_express,cash,0,35
2024-02-15,Morocco,N,train_express,card,0,5
2024-02-15,Morocco,N,train_express,digital_wallet,0,39
2024-02-16,Morocco,N,luxury_bus,cash,0,67
2024-02-16,Morocco,N,luxury_bus,card,0,69
2024-02-16,Morocco,N,luxury_bus,digital_wallet,0,97
2024-02-16,Morocco,N,tourist_van,cash,0,177
2024-02-16,Morocco,N,tourist_van,card,0,205
2024-02-16,Morocco,N,tourist_van,digital_wallet,0,191
2024-02-16,Morocco,N,train_express,cash,0,88
2024-02-16,Morocco,N,train_express,card,0,99
2024-02-16,Morocco,N,train_express,digital_wallet,0,75
2024-02-17,Morocco,N,luxury_bus,cash,0,75
2024-02-17,Morocco,N,luxury_bus,card,0,86
2024-02-17,Morocco,N,luxury_bus,digital_wallet,0,95
2024-02-17,Morocco,N,tourist_van,cash,0,164
2024-02-17,Morocco,N,tourist_van,card,0,199
2024-02-17,Morocco,N,tourist_van,digital_wallet,0,203
2024-02-17,Morocco,N,train_express,cash,0,42
2024-02-17,Morocco,N,train_express,card,0,64
2024-02-17,Morocco,N,train_express,digital_wallet,0,54
2024-02-18,Morocco,N,luxury_bus,cash,0,2
2024-02-18,Morocco,N,luxury_bus,card,0,2
2024-02-18,Morocco,N,luxury_bus,digital_wallet,0,11
2024-02-18,Morocco,N,tourist_van,cash,0,106
2024-02-18,Morocco,N,tourist_van,card,0,125
2024-02-18,Morocco,N,tourist_van,digital_wallet,0,89
2024-02-18,Morocco,N,train_express,cash,0,2
2024-02-18,Morocco,N,train_express,card,0,2
2024-02-18,Morocco,N,train_express,digital_wallet,0,2
2024-02-19,Morocco,N,luxury_bus,cash,0,23
2024-02-19,Morocco,N,luxury_bus,card,0,2
2024-02-19,Morocco,N,luxury_bus,digital_wallet,0,22
2024-02-19,Morocco,N,tourist_van,cash,0,120
2024-02-19,Morocco,N,tourist_van,card,0,143
2024-02-19,Morocco,N,tourist_van,digital_wallet,0,140
2024-02-19,Morocco,N,train_express,cash,0,12
2024-02-19,Morocco,N,train_express,card,0,17
2024-02-19,Morocco,N,train_express,digital_wallet,0,11
2024-02-20,Morocco,N,luxury_bus,cash,0,22
2024-02-20,Morocco,N,luxury_bus,card,0,35
2024-02-20,Morocco,N,luxury_bus,digital_wallet,0,11
2024-02-20,Morocco,N,tourist_van,cash,0,141
2024-02-20,Morocco,N,tourist_van,card,0,129
2024-02-20,Morocco,N,tourist_van,digital_wallet,0,126
2024-02-20,Morocco,N,train_express,cash,0,22
2024-02-20,Morocco,N,train_express,card,0,11
2024-02-20,Morocco,N,train_express,digital_wallet,0,17
2024-02-21,Morocco,N,luxury_bus,cash,0,9
2024-02-21,Morocco,N,luxury_bus,card,0,47
2024-02-21,Morocco,N,luxury_bus,digital_wallet,0,24
2024-02-21,Morocco,N,tourist_van,cash,0,127
2024-02-21,Morocco,N,tourist_van,card,0,138
2024-02-21,Morocco,N,tourist_van,digital_wallet,0,134
2024-02-21,Morocco,N,train_express,cash,0,21
2024-02-21,Morocco,N,train_express,card,0,31
2024-02-21,Morocco,N,train_express,digital_wallet,0,32
2024-02-22,Morocco,N,luxury_bus,cash,0,17
2024-02-22,Morocco,N,luxury_bus,card,0,16
2024-02-22,Morocco,N,luxury_bus,digital_wallet,0,20
2024-02-22,Morocco,N,tourist_van,cash,0,108
2024-02-22,Morocco,N,tourist_van,card,0,117
2024-02-22,Morocco,N,tourist_van,digital_wallet,0,152
2024-02-22,Morocco,N,train_express,cash,0,43
2024-02-22,Morocco,N,train_express,card,0,20
2024-02-22,Morocco,N,train_express,digital_wallet,0,30
2024-02-23,Morocco,N,luxury_bus,cash,0,67
2024-02-23,Morocco,N,luxury_bus,card,0,115
2024-02-23,Morocco,N,luxury_bus,digital_wallet,0,92
2024-02-23,Morocco,N,tourist_van,cash,0,174
2024-02-23,Morocco,N,tourist_van,card,0,179
2024-02-23,Morocco,N,tourist_van,digital_wallet,0,171
2024-02-23,Morocco,N,train_express,cash,0,66
2024-02-23,Morocco,N,train_express,card,0,69
2024-02-23,Morocco,N,train_express,digital_wallet,0,61
2024-02-24,Morocco,N,luxury_bus,cash,0,56
2024-02-24,Morocco,N,luxury_bus,card,0,65
2024-02-24,Morocco,N,luxury_bus,digital_wallet,0,99
2024-02-24,Morocco,N,tourist_van,cash,0,186
2024-02-24,Morocco,N,tourist_van,card,0,190
2024-02-24,Morocco,N,tourist_van,digital_wallet,0,208
2024-02-24,Morocco,N,train_express,cash,0,64
2024-02-24,Morocco,N,train_express,card,0,68
2024-02-24,Morocco,N,train_express,digital_wallet,0,97
2024-02-25,Morocco,N,luxury_bus,cash,0,2
2024-02-25,Morocco,N,luxury_bus,card,0,2
2024-02-25,Morocco,N,luxury_bus,digital_wallet,0,2
2024-02-25,Morocco,N,tourist_van,cash,0,95
2024-02-25,Morocco,N,tourist_van,card,0,89
2024-02-25,Morocco,N,tourist_van,digital_wallet,0,117
2024-02-25,Morocco,N,train_express,cash,0,16
2024-02-25,Morocco,N,train_express,card,0,2
